sample_idx,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
102,3,0,3,3,8,9,4,4,0,5,3,1,1,0,13
103,1,3,4,4,4,0,7,8,2,6,12,5,5,10,3
104,1,3,4,4,6,0,7,8,2,6,12,5,5,7,3
105,1,3,4,4,6,0,7,7,1,14,9,15,15,7,15
106,2,1,6,4,6,0,7,7,1,14,9,15,15,7,15
107,2,1,6,4,6,0,7,7,1,14,9,15,15,7,15
108,2,1,6,4,6,0,7,7,1,14,9,15,15,7,15
109,3,0,3,3,8,9,4,4,6,0,3,1,1,5,1
110,0,6,2,7,4,3,1,8,2,6,7,10,10,5,1
111,0,6,2,7,4,3,1,8,2,6,7,10,10,5,1
112,1,6,2,7,4,3,1,8,2,0,7,10,10,5,1
113,1,6,2,7,4,3,1,8,2,6,12,5,5,5,1
114,1,6,2,7,4,3,1,8,2,6,12,5,5,5,1
115,1,6,2,7,4,3,1,8,2,6,12,5,5,1,1
116,1,3,4,6,0,5,0,9,2,7,12,5,5,10,3
117,1,3,4,7,4,5,1,8,2,6,12,5,5,10,3
118,3,0,3,3,7,9,10,3,11,11,10,13,13,12,9
119,3,0,3,3,7,9,10,3,11,11,10,13,13,12,9
120,3,0,3,3,7,9,4,3,11,11,3,13,13,0,13
121,0,5,1,0,1,10,8,2,5,5,2,12,12,11,1
122,0,5,3,0,8,10,4,4,6,5,3,12,12,11,1
123,3,0,3,3,7,9,4,3,11,11,3,1,1,0,13
124,0,5,3,0,8,10,4,4,6,5,3,1,1,0,13
125,1,3,4,6,0,5,0,9,4,7,13,3,3,10,3
126,1,3,4,4,6,0,7,9,4,7,9,15,3,7,3
127,1,3,4,4,6,0,7,7,1,14,9,15,15,7,15
128,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
129,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
130,3,0,5,6,7,7,10,3,11,11,10,13,13,12,9
131,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
132,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
133,1,6,2,7,4,3,1,8,2,6,12,5,5,10,5
134,1,3,4,4,4,3,1,8,2,6,12,5,5,10,3
135,1,3,4,6,0,5,0,9,2,7,12,5,5,10,3
136,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
137,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
138,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
139,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
140,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
141,3,0,3,3,7,7,10,3,11,11,10,13,13,12,9
142,3,0,3,3,8,9,4,4,6,5,3,1,1,0,1
143,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
144,3,0,5,6,7,7,10,3,11,11,10,13,13,12,9
145,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
146,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
147,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
148,1,3,3,6,0,5,0,9,4,7,13,3,4,10,4
149,1,6,2,7,4,3,1,8,2,0,12,5,5,10,1
150,1,6,2,7,4,3,1,8,2,6,12,5,5,10,1
151,0,6,2,7,8,3,4,4,6,0,7,10,10,5,1
152,0,5,1,0,8,10,8,2,5,8,7,10,10,11,1
153,0,5,1,0,8,10,8,2,5,8,2,16,16,11,1
154,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
155,0,5,1,0,8,10,8,4,6,8,7,10,10,11,1
156,0,5,3,3,8,9,4,4,6,0,3,1,1,0,13
157,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
158,3,0,3,6,0,5,0,9,4,7,13,3,4,10,4
159,0,6,2,7,4,3,1,8,2,6,12,5,5,11,1
160,0,6,2,7,4,3,1,8,2,6,12,5,5,10,1
161,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
162,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
163,3,0,3,3,8,9,4,4,6,11,3,1,1,0,13
164,3,0,3,3,7,9,4,3,11,11,10,13,13,12,4
165,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
166,1,3,4,6,0,5,0,9,4,7,13,3,3,10,3
167,1,3,4,6,0,5,0,9,2,7,12,5,5,10,3
168,1,3,4,6,0,5,0,9,2,7,12,5,5,10,3
169,1,3,4,7,4,3,1,8,2,6,12,5,5,10,3
170,3,0,3,3,7,9,4,3,11,11,10,13,13,12,13
171,4,4,5,1,9,1,11,5,7,1,6,4,17,6,17
172,3,0,5,1,9,1,11,5,7,1,6,10,10,6,17
173,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
174,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
175,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
176,1,6,5,1,9,1,11,5,7,1,6,4,17,6,17
177,1,6,5,1,9,1,11,5,7,1,6,4,17,6,17
178,1,6,5,1,9,1,11,5,7,1,6,4,17,6,17
179,2,1,6,1,9,1,11,5,7,1,6,4,17,6,17
180,3,0,5,3,7,1,10,3,11,11,10,13,13,12,9
181,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
182,3,6,5,1,9,1,11,5,7,1,6,4,17,6,17
183,3,6,5,1,9,1,11,5,7,1,6,4,17,6,17
184,3,6,5,1,9,1,11,5,7,1,6,4,17,6,17
185,1,6,5,1,9,1,11,5,7,1,6,4,17,6,17
186,1,6,5,1,9,1,11,5,7,1,6,4,17,6,17
187,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
188,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
189,4,4,5,1,9,1,11,5,7,1,6,4,17,6,17
190,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
191,4,4,5,1,9,1,11,5,7,1,6,4,17,6,17
192,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
193,3,0,5,1,9,1,11,5,7,1,6,4,17,6,17
194,4,4,5,1,9,1,11,5,7,1,6,4,17,6,17
195,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
196,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
197,2,6,2,8,3,6,6,0,9,13,5,6,6,1,6
198,2,6,2,8,4,6,6,0,9,13,5,11,11,1,11
199,2,6,2,7,4,3,1,8,9,6,7,10,10,1,10
200,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
201,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
202,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
203,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
204,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
205,0,0,3,3,8,9,4,4,6,0,3,1,1,0,13
206,3,0,5,3,7,9,4,3,11,0,10,13,4,5,4
207,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
208,0,0,3,3,8,9,4,4,6,0,3,1,1,0,13
209,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
210,0,6,2,7,4,3,1,8,2,0,7,10,10,5,10
211,0,6,2,7,4,3,1,8,2,6,7,10,10,5,10
212,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
213,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
214,2,6,2,7,4,3,6,8,9,6,7,11,11,1,10
215,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
216,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
217,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
218,0,5,1,0,1,10,8,2,0,5,2,16,16,14,16
219,0,6,2,7,4,3,1,8,2,6,7,10,10,5,10
220,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
221,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
222,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
223,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
224,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
225,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
226,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
227,2,6,2,7,4,3,1,8,2,6,7,10,10,1,10
228,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
229,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
230,0,6,3,7,8,9,4,4,6,0,7,10,10,5,10
231,3,0,3,3,8,9,4,4,6,11,3,1,1,0,13
232,0,6,2,7,8,3,1,8,6,0,7,10,10,5,10
233,0,6,2,7,4,3,1,8,2,6,7,10,10,1,10
234,1,6,2,7,4,3,1,8,2,6,7,10,10,1,10
235,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
236,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
237,0,6,2,7,8,3,1,4,6,0,7,10,10,5,10
238,3,0,3,3,8,9,4,4,6,0,3,1,1,5,13
239,0,6,2,7,8,3,4,4,6,0,7,10,10,5,10
240,3,6,3,7,8,9,4,4,6,0,7,10,10,5,10
241,0,6,2,7,4,3,1,8,2,6,7,10,10,5,10
242,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
243,2,1,2,8,3,6,6,0,9,13,5,11,11,1,11
244,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
245,3,0,3,3,8,9,4,4,0,5,3,1,1,0,13
246,0,5,3,0,8,9,4,4,6,0,3,1,1,0,13
247,0,6,3,7,8,9,4,4,6,0,3,10,10,5,10
248,0,6,2,7,4,3,1,8,2,0,7,10,10,5,10
249,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
250,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
251,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
252,0,6,2,7,4,3,1,8,2,6,7,10,10,5,10
253,2,6,2,7,4,3,1,8,2,6,7,10,10,1,10
254,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
255,3,0,3,7,8,9,4,8,6,0,7,10,4,5,4
256,2,6,2,7,4,3,1,8,2,6,7,10,10,1,10
257,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
258,1,6,2,7,4,3,1,8,2,6,12,5,11,1,5
259,1,3,4,4,6,0,7,0,9,13,9,11,11,7,5
260,2,1,6,8,3,6,6,0,9,13,5,6,6,1,6
261,0,6,2,7,4,3,1,8,2,6,7,10,10,5,10
262,1,6,2,7,4,3,1,8,2,6,7,10,10,5,10
263,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
264,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
265,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
266,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
267,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
268,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
269,3,0,3,3,8,9,4,4,6,0,3,1,4,5,4
270,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
271,0,6,3,0,8,10,4,4,6,5,7,10,10,5,10
272,0,6,2,7,8,3,1,4,6,0,7,10,10,5,10
273,2,6,2,7,4,3,1,8,2,6,7,10,10,1,10
274,2,6,2,7,4,3,1,8,2,6,12,11,11,1,5
275,2,6,2,7,4,3,6,8,9,6,12,11,11,1,5
276,1,6,2,7,4,3,1,8,2,0,7,10,4,5,4
277,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
278,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
279,3,0,3,3,8,9,4,4,6,11,3,1,1,0,13
280,0,6,2,7,8,3,1,8,6,0,7,10,10,5,10
281,2,1,6,8,3,6,6,0,9,13,5,11,11,1,11
282,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
283,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
284,2,1,2,8,4,6,6,0,9,13,5,11,11,1,11
285,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
286,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
287,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
288,1,6,2,7,4,3,1,8,2,6,12,5,5,5,5
289,1,3,5,6,0,5,0,9,4,7,13,3,4,2,4
290,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
291,0,6,3,3,8,9,4,4,6,0,3,1,1,5,13
292,1,6,2,7,4,3,1,8,2,6,7,5,4,5,4
293,3,0,3,3,8,9,4,4,6,0,3,1,1,5,13
294,1,6,2,7,4,3,1,8,2,6,12,5,5,10,5
295,1,6,2,7,4,3,1,8,2,6,12,5,4,5,5
296,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
297,3,0,3,3,8,9,4,4,6,0,3,1,1,5,13
298,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
299,0,6,3,7,8,9,4,4,6,0,7,10,10,5,10
300,1,6,2,7,4,3,1,8,2,6,7,5,4,5,4
301,1,6,2,7,4,3,1,8,2,6,12,5,5,1,5
302,1,3,4,7,4,3,1,8,2,6,12,5,4,10,5
303,1,0,5,6,0,5,0,9,4,7,13,3,4,10,4
304,1,3,5,6,0,5,0,9,4,7,13,3,4,10,4
305,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
306,2,1,6,8,3,6,6,0,9,13,5,11,11,13,11
307,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
308,1,6,2,7,4,3,1,8,2,6,12,5,4,10,4
309,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
310,3,0,5,6,7,7,10,3,11,11,10,13,4,12,4
311,1,6,2,7,4,3,1,8,2,6,12,5,5,5,5
312,1,3,4,6,0,5,0,9,2,7,13,3,4,10,4
313,0,6,2,7,8,3,1,8,6,0,7,10,10,11,1
314,0,5,1,0,1,10,2,4,0,5,8,12,12,14,12
315,0,5,1,0,1,10,2,2,0,5,8,12,12,14,12
316,5,2,7,5,2,2,5,12,8,12,14,0,0,3,0
317,5,2,7,5,2,2,5,12,8,12,14,0,0,3,0
318,5,2,7,5,2,2,5,12,8,12,14,0,0,3,0
319,5,2,7,5,2,2,5,12,8,12,14,0,0,3,0
320,5,2,7,5,2,2,5,12,8,12,14,0,0,3,0
321,5,5,1,0,1,2,2,12,8,12,14,12,12,14,12
322,0,5,1,0,1,10,2,2,0,5,8,12,12,14,12
323,3,0,3,3,8,9,4,4,6,11,3,1,1,0,13
324,0,5,3,3,8,9,4,4,6,0,3,1,1,11,1
325,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
326,0,0,3,3,8,9,4,4,6,0,3,1,1,0,1
327,0,0,3,3,8,9,4,4,6,0,3,1,1,11,1
328,0,5,3,0,8,10,4,4,6,5,3,1,1,0,13
329,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
330,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
331,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
332,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
333,0,0,3,3,8,9,4,4,6,0,3,1,1,0,1
334,0,6,3,7,8,10,8,4,6,0,3,1,16,11,1
335,0,0,3,3,8,9,4,4,6,0,3,1,1,0,13
336,0,5,3,0,8,9,4,4,6,5,3,1,1,0,13
337,0,5,1,0,8,10,8,2,5,5,2,16,16,11,16
338,0,5,3,0,8,9,4,4,6,5,3,1,1,0,13
339,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
340,0,5,3,0,8,9,4,4,6,5,3,1,1,0,13
341,0,6,2,7,8,3,8,4,6,0,7,10,10,11,1
342,0,5,1,0,1,10,8,2,5,8,2,16,16,8,16
343,0,5,1,0,1,10,8,2,5,8,2,16,16,8,16
344,0,5,1,0,1,10,8,2,5,5,2,16,16,8,16
345,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
346,0,5,1,0,1,10,8,2,5,5,2,16,16,8,16
347,0,5,1,0,8,10,8,4,5,8,2,16,16,11,16
348,3,0,3,3,7,9,4,3,11,11,3,13,13,0,13
349,0,5,3,0,8,10,4,4,6,5,3,1,1,0,13
350,0,5,3,0,8,9,4,4,6,5,3,1,1,0,13
351,0,6,2,7,4,3,8,8,5,8,12,5,5,11,1
352,0,5,1,0,1,10,8,2,5,8,2,16,16,11,1
353,0,5,1,0,1,10,8,2,5,8,2,16,16,11,1
354,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
355,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
356,0,5,1,0,8,10,8,2,5,8,2,16,16,11,16
357,3,3,3,6,0,5,0,9,4,7,13,1,1,10,1
358,0,5,1,0,8,10,8,2,5,8,2,16,16,11,1
359,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
360,2,1,6,4,6,0,7,7,1,14,9,15,15,13,15
361,3,0,5,3,7,9,4,3,11,11,10,13,4,10,4
362,3,0,3,3,8,9,4,3,6,0,3,1,1,0,13
363,1,3,5,6,0,5,0,9,4,7,13,3,4,2,4
364,3,0,5,3,7,9,4,3,11,0,10,13,4,5,4
365,3,0,5,3,7,9,4,3,11,0,10,13,4,5,4
366,3,0,5,3,7,9,4,3,11,11,10,13,13,12,4
367,0,6,2,7,8,10,1,4,6,5,7,10,10,5,1
368,1,3,4,6,0,5,0,9,2,7,13,3,4,10,4
369,1,3,4,6,0,5,0,9,4,7,13,3,4,10,4
370,1,3,4,4,6,0,7,7,1,14,9,15,15,7,15
371,1,3,4,6,0,5,0,9,2,7,12,5,5,10,3
372,2,1,6,4,6,0,7,7,1,14,9,15,15,7,15
373,0,6,2,7,4,3,1,8,5,8,2,16,16,11,1
374,0,6,2,7,4,3,1,8,2,6,12,5,5,11,1
375,0,6,2,7,4,3,1,8,2,6,12,5,5,11,1
376,0,6,2,7,4,3,1,8,2,0,7,10,10,5,1
377,1,6,2,7,4,3,1,8,2,6,12,5,5,10,5
378,3,0,3,3,7,9,4,3,11,11,3,13,13,0,13
379,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
380,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
381,1,6,3,7,8,9,4,4,6,0,3,1,4,10,4
382,3,0,3,6,0,5,0,9,11,7,13,3,4,10,4
383,0,6,2,7,4,3,1,8,2,0,12,5,5,5,1
384,0,6,3,7,8,3,4,4,6,0,3,1,1,5,1
385,0,6,2,7,4,3,1,8,2,0,7,10,10,11,1
386,1,6,2,7,4,3,1,8,2,6,12,5,5,5,5
387,1,3,4,6,0,5,0,9,4,7,13,3,3,10,3
388,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
389,3,0,3,3,7,9,10,3,11,11,10,13,13,12,9
390,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
391,3,0,3,3,7,9,10,3,11,11,10,13,13,12,9
392,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
393,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
394,0,6,3,7,8,9,4,4,6,0,3,1,1,11,1
395,4,4,0,2,5,4,3,1,3,2,4,2,2,17,2
396,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
397,0,5,1,0,8,10,8,2,5,8,2,16,16,11,16
398,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
399,0,5,3,0,8,10,8,4,5,8,2,16,16,11,16
400,0,5,3,0,8,9,4,4,6,0,3,1,1,0,13
401,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
402,0,0,3,3,8,9,4,4,6,0,3,1,1,0,13
403,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
404,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
405,3,0,5,3,7,7,10,3,11,11,10,13,4,12,4
406,1,6,2,7,4,3,1,8,2,0,7,10,4,5,4
407,0,5,1,0,1,10,8,2,5,8,2,16,16,8,16
408,0,5,3,0,8,9,4,4,6,0,3,1,1,0,16
409,0,5,1,0,8,10,8,2,5,8,2,16,16,8,16
410,3,0,5,3,7,9,4,3,11,11,10,13,4,12,4
411,3,0,5,3,7,9,4,3,11,0,10,13,4,0,4
412,1,6,2,7,4,3,1,8,2,0,7,10,4,5,4
413,3,0,5,3,7,9,4,3,11,0,10,13,4,5,4
414,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
415,4,4,0,2,5,4,3,10,3,2,4,2,2,4,19
416,4,4,0,2,5,4,3,10,3,2,4,2,2,4,2
417,3,0,3,3,7,9,4,3,11,11,10,13,13,12,13
418,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
419,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
420,3,0,3,3,7,9,4,3,11,11,10,13,13,12,13
421,3,0,3,3,7,9,4,3,11,0,3,13,1,0,13
422,3,0,3,3,7,9,4,3,11,11,3,1,1,0,13
423,3,0,3,3,8,9,4,4,6,0,3,1,1,0,13
424,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
425,0,5,1,0,1,10,8,2,5,8,2,16,16,11,16
426,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
427,3,0,3,3,8,9,4,3,6,0,3,1,1,0,13
428,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
429,3,0,5,3,7,7,10,3,11,11,10,13,13,12,9
430,3,0,3,3,7,9,4,3,11,11,10,13,13,0,13
431,3,0,5,3,7,9,10,3,11,11,10,13,13,12,9
432,0,6,3,3,8,9,4,4,6,0,3,1,1,0,13
