sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,leaf_label,cluster_kmeans_blob_k25_q0p90
1908,EL042,picture,LM,A_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_A_R9_TN.npy,True,EL042_A_R9_picture,18
1922,EL042,picture,LM,aH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R10_TN.npy,True,EL042_aH_R10_picture,13
1923,EL042,picture,LM,aH_R11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R11_TN.npy,True,EL042_aH_R11_picture,3
1924,EL042,picture,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aH_R12_TN.npy,True,EL042_aH_R12_picture,21
1933,EL042,picture,LM,aI_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R15_TN.npy,True,EL042_aI_R15_picture,13
1934,EL042,picture,LM,aI_R16,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R16_TN.npy,True,EL042_aI_R16_picture,4
1935,EL042,picture,LM,aI_R18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_aI_R18_TN.npy,True,EL042_aI_R18_picture,3
1938,EL042,picture,LM,EntG_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R10_TN.npy,True,EL042_EntG_R10_picture,15
1944,EL042,picture,LM,EntG_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R6_TN.npy,True,EL042_EntG_R6_picture,4
1945,EL042,picture,LM,EntG_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R7_TN.npy,True,EL042_EntG_R7_picture,15
1946,EL042,picture,LM,EntG_R8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R8_TN.npy,True,EL042_EntG_R8_picture,21
1947,EL042,picture,LM,EntG_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\picture\EL042_picture_WM_ERSP_EntG_R9_TN.npy,True,EL042_EntG_R9_picture,1
2036,EL042,reading,LM,EntG_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_EntG_R7_TN.npy,True,EL042_EntG_R7_reading,21
2053,EL042,reading,LM,pH_R10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R10_TN.npy,True,EL042_pH_R10_reading,1
2055,EL042,reading,LM,pH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_pH_R12_TN.npy,True,EL042_pH_R12_reading,8
2069,EL042,reading,LM,STG_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_STG_R6_TN.npy,True,EL042_STG_R6_reading,18
2070,EL042,reading,LM,STG_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL042\LM\ERSP_matrix\reading\EL042_reading_WM_ERSP_STG_R7_TN.npy,True,EL042_STG_R7_reading,7
2088,EL043,audio,LM,Hip_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L8_TN.npy,True,EL043_Hip_L8_audio,13
2089,EL043,audio,LM,Hip_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_Hip_L9_TN.npy,True,EL043_Hip_L9_audio,4
2106,EL043,audio,LM,iSMG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L2_TN.npy,True,EL043_iSMG_L2_audio,1
2107,EL043,audio,LM,iSMG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_iSMG_L3_TN.npy,True,EL043_iSMG_L3_audio,4
2114,EL043,audio,LM,ITG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_ITG_L10_TN.npy,True,EL043_ITG_L10_audio,2
2160,EL043,audio,LM,STG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L1_TN.npy,True,EL043_STG_L1_audio,4
2161,EL043,audio,LM,STG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L2_TN.npy,True,EL043_STG_L2_audio,4
2162,EL043,audio,LM,STG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\audio\EL043_audio_WM_ERSP_STG_L3_TN.npy,True,EL043_STG_L3_audio,15
2186,EL043,picture,LM,IOG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L11_TN.npy,True,EL043_IOG_L11_picture,12
2190,EL043,picture,LM,IOG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L6_TN.npy,True,EL043_IOG_L6_picture,22
2191,EL043,picture,LM,IOG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L7_TN.npy,True,EL043_IOG_L7_picture,3
2192,EL043,picture,LM,IOG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_IOG_L8_TN.npy,True,EL043_IOG_L8_picture,13
2202,EL043,picture,LM,iSMG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\picture\EL043_picture_WM_ERSP_iSMG_L3_TN.npy,True,EL043_iSMG_L3_picture,8
2271,EL043,reading,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_A_L9_TN.npy,True,EL043_A_L9_reading,14
2276,EL043,reading,LM,Hip_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L6_TN.npy,True,EL043_Hip_L6_reading,12
2277,EL043,reading,LM,Hip_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L7_TN.npy,True,EL043_Hip_L7_reading,1
2278,EL043,reading,LM,Hip_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L8_TN.npy,True,EL043_Hip_L8_reading,19
2279,EL043,reading,LM,Hip_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_Hip_L9_TN.npy,True,EL043_Hip_L9_reading,21
2280,EL043,reading,LM,IOG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L10_TN.npy,True,EL043_IOG_L10_reading,14
2282,EL043,reading,LM,IOG_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L12_TN.npy,True,EL043_IOG_L12_reading,14
2285,EL043,reading,LM,IOG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L6_TN.npy,True,EL043_IOG_L6_reading,8
2286,EL043,reading,LM,IOG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L7_TN.npy,True,EL043_IOG_L7_reading,14
2287,EL043,reading,LM,IOG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_IOG_L8_TN.npy,True,EL043_IOG_L8_reading,14
2297,EL043,reading,LM,iSMG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL043\LM\ERSP_matrix\reading\EL043_reading_WM_ERSP_iSMG_L3_TN.npy,True,EL043_iSMG_L3_reading,23
2358,EL045,audio,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L10_TN.npy,True,EL045_A_L10_audio,0
2359,EL045,audio,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L11_TN.npy,True,EL045_A_L11_audio,11
2360,EL045,audio,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L12_TN.npy,True,EL045_A_L12_audio,11
2365,EL045,audio,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L8_TN.npy,True,EL045_A_L8_audio,9
2366,EL045,audio,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_L9_TN.npy,True,EL045_A_L9_audio,0
2371,EL045,audio,LM,A_R14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_R14_TN.npy,True,EL045_A_R14_audio,24
2372,EL045,audio,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_A_R15_TN.npy,True,EL045_A_R15_audio,24
2381,EL045,audio,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_audio,23
2393,EL045,audio,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_aH_R12_TN.npy,True,EL045_aH_R12_audio,11
2394,EL045,audio,LM,aH_R13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_aH_R13_TN.npy,True,EL045_aH_R13_audio,7
2403,EL045,audio,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_audio,6
2404,EL045,audio,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_audio,23
2413,EL045,audio,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_audio,13
2418,EL045,audio,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_audio,24
2427,EL045,audio,LM,PlaT_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_PlaT_L2_TN.npy,True,EL045_PlaT_L2_audio,20
2430,EL045,audio,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_audio,12
2431,EL045,audio,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_audio,9
2433,EL045,audio,LM,STG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_STG_L4_TN.npy,True,EL045_STG_L4_audio,4
2435,EL045,audio,LM,STG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_STG_L6_TN.npy,True,EL045_STG_L6_audio,4
2438,EL045,audio,LM,STG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_STG_L9_TN.npy,True,EL045_STG_L9_audio,6
2442,EL045,audio,LM,TTG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_TTG_L4_TN.npy,True,EL045_TTG_L4_audio,18
2443,EL045,audio,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\audio\EL045_audio_WM_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_audio,17
2447,EL045,picture,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_L10_TN.npy,True,EL045_A_L10_picture,9
2448,EL045,picture,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_L11_TN.npy,True,EL045_A_L11_picture,6
2449,EL045,picture,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_L12_TN.npy,True,EL045_A_L12_picture,24
2455,EL045,picture,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_L9_TN.npy,True,EL045_A_L9_picture,23
2460,EL045,picture,LM,A_R14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_R14_TN.npy,True,EL045_A_R14_picture,16
2461,EL045,picture,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_A_R15_TN.npy,True,EL045_A_R15_picture,7
2470,EL045,picture,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_picture,8
2482,EL045,picture,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_aH_R12_TN.npy,True,EL045_aH_R12_picture,10
2483,EL045,picture,LM,aH_R13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_aH_R13_TN.npy,True,EL045_aH_R13_picture,23
2492,EL045,picture,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_picture,19
2493,EL045,picture,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_picture,16
2497,EL045,picture,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_picture,9
2501,EL045,picture,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_EntG_L8_TN.npy,True,EL045_EntG_L8_picture,19
2502,EL045,picture,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_picture,15
2507,EL045,picture,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_picture,9
2519,EL045,picture,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_picture,24
2520,EL045,picture,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_picture,24
2521,EL045,picture,LM,STG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_STG_L3_TN.npy,True,EL045_STG_L3_picture,9
2527,EL045,picture,LM,STG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_STG_L9_TN.npy,True,EL045_STG_L9_picture,2
2531,EL045,picture,LM,TTG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_TTG_L4_TN.npy,True,EL045_TTG_L4_picture,9
2532,EL045,picture,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_WM_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_picture,20
2536,EL045,reading,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L10_TN.npy,True,EL045_A_L10_reading,20
2537,EL045,reading,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L11_TN.npy,True,EL045_A_L11_reading,6
2538,EL045,reading,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_L12_TN.npy,True,EL045_A_L12_reading,9
2550,EL045,reading,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_A_R15_TN.npy,True,EL045_A_R15_reading,20
2558,EL045,reading,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_aH_L11_TN.npy,True,EL045_aH_L11_reading,24
2559,EL045,reading,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_reading,6
2581,EL045,reading,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_reading,17
2582,EL045,reading,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_reading,17
2584,EL045,reading,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L2_TN.npy,True,EL045_EntG_L2_reading,7
2586,EL045,reading,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_reading,8
2587,EL045,reading,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L5_TN.npy,True,EL045_EntG_L5_reading,8
2589,EL045,reading,LM,EntG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L7_TN.npy,True,EL045_EntG_L7_reading,1
2590,EL045,reading,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L8_TN.npy,True,EL045_EntG_L8_reading,13
2591,EL045,reading,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_reading,4
2596,EL045,reading,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_reading,9
2605,EL045,reading,LM,PlaT_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L2_TN.npy,True,EL045_PlaT_L2_reading,23
2608,EL045,reading,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_reading,2
2609,EL045,reading,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_reading,9
2610,EL045,reading,LM,STG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_STG_L3_TN.npy,True,EL045_STG_L3_reading,17
2611,EL045,reading,LM,STG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_STG_L4_TN.npy,True,EL045_STG_L4_reading,19
2621,EL045,reading,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_WM_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_reading,15
